gene,A7-A0D9-11A,A7-A0DB-11A,A7-A13G-11A,A7-A0D9-01A,A7-A0DB-01A,A7-A13G-01A
MMP25|64386,591,87,35,341,119,151
MMP26|56547,0,0,0,0,0,0
MMP27|64066,173,192,63,2,13,4
MMP28|79148,4776,2284,2246,694,708,265
MMP2|4313,73722,82009,22770,23566,45307,14550
MMP3|4314,22,44,10,381,1209,203
MMP7|4316,332,90,6,470,5359,2402
MMP8|4317,24,32,0,12,951,0
MMP9|4318,5707,1511,96,5320,15928,948
MMRN1|22915,775,7027,6338,271,406,293
MMRN2|79812,17815,17149,10282,3172,4037,1536
MMS19|64210,4608,4795,4452,7926,7117,5658
MN1|4330,2229,3041,901,1309,1663,841
MNAT1|4331,2132,1367,1294,3022,1726,1730
MND1|84057,23,92,8,109,131,65
MNDA|4332,1540,1855,386,221,1928,524
MNS1|55329,305,382,250,248,604,419
MNT|4335,2178,2440,1083,3618,3815,2790
MNX1|3110,2,2,0,67,223,228
MOAP1|64112,3890,2691,2613,5083,5749,5092
MOB2|81532,2313,2217,958,2494,2666,1377
MOBKL1A|92597,1914,2812,2772,5744,2809,9863
MOBKL1B|55233,3085,3785,2767,4784,5089,3931
MOBKL2A|126308,6451,7256,4119,5894,8791,4585
MOBKL2B|79817,2520,2295,2593,519,1075,275
MOBKL2C|148932,3648,3575,2985,1881,1962,1272
MOBKL3|25843,2887,2883,3316,6389,4969,5247
MOBP|4336,38,79,69,51,110,50
MOCOS|55034,300,644,856,429,1438,1914
MOCS1|4337,9157,10982,17258,3526,1967,640
MOCS2|4338,4368,3410,2748,4421,5347,4051
MOCS3|27304,748,624,506,3184,2249,1063
MOGAT1|116255,26,39,209,3,4,0
MOGAT2|80168,42,2,3,10,133,221
MOGAT3|346606,26,45,14,29,27,31
MOGS|7841,2748,3280,1503,5435,7218,5423
MOG|4340,340,317,324,702,427,435
MON1A|84315,834,855,309,939,1389,781
MON1B|22879,2910,2690,2011,4378,2068,1811
MON2|23041,6152,5624,6754,8010,6627,8701
MORC1|27136,6,2,0,0,10,0
MORC2|22880,3677,3231,2063,6656,4011,6483
MORC3|23515,3754,3933,4890,3935,4251,6373
MORC4|79710,8082,8264,6987,8805,8376,8074
MORF4L1|10933,40380,33476,25651,128480,34026,31082
MORF4L2|9643,14383,14200,8892,22850,28673,31647
MORF4|10934,37,44,22,164,20,22
MORN1|79906,178,166,43,572,858,749
MORN2|729967,796,564,474,1171,1926,1841
MORN3|283385,7,16,4,193,127,234
MORN4|118812,475,554,413,1751,1142,1345
MORN5|254956,1,0,0,0,38,0
MOSC1|64757,23389,16843,29657,1202,2676,663
MOSC2|54996,2845,2804,3671,1392,2358,2301
MOSPD1|56180,626,764,632,1610,1154,1179
MOSPD2|158747,1615,1724,1855,1275,1094,1914
MOSPD3|64598,859,857,581,2765,2737,637
MOS|4342,0,0,0,0,0,0
MOV10L1|54456,21,46,163,52,22,46
MOV10|4343,1859,2599,1898,5596,6190,6538
MOXD1|26002,352,743,222,600,454,261
MPDU1|9526,4097,4374,2351,4537,8919,9135
MPDZ|8777,9183,9552,12990,2594,3387,1937
MPEG1|219972,13036,24069,5973,1207,2525,900
MPG|4350,2047,2520,719,2233,5793,3342
MPHOSPH10|10199,2428,2329,2286,6420,3658,4874
MPHOSPH6|10200,675,954,705,2822,1752,2346
MPHOSPH8|54737,6431,4750,5686,6602,5841,7590
MPHOSPH9|10198,900,965,1437,1112,1115,1822
MPI|4351,2968,2582,2080,5070,3324,3404
MPL|4352,223,195,264,147,122,150
MPND|84954,1138,1078,519,1679,3578,1018
MPO|4353,18,79,12,4,21,21
MPP1|4354,4312,10594,2242,1162,3382,1557
MPP2|4355,299,250,127,182,411,4600
MPP3|4356,232,194,304,900,276,468
MPP4|58538,256,225,245,508,341,381
MPP5|64398,3393,3150,2971,5525,10899,8766
MPP6|51678,841,567,294,403,144,177
MPP7|143098,1460,1202,2234,8282,5313,6189
MPPE1|65258,4513,3696,2826,3034,3932,5170
MPPED1|758,2,0,0,1,16,11
MPPED2|744,574,650,305,1930,302,192
MPRIP|23164,18117,14790,11472,14145,7386,6546
MPST|4357,4390,4384,3309,4477,2897,2631
MPV17L2|84769,671,512,417,1296,2166,1083
MPV17L|255027,526,263,542,1956,1386,2279
MPV17|4358,3601,3925,2971,4998,5262,4696
MPZL1|9019,14199,15527,10863,11385,29156,20176
MPZL2|10205,544,1074,1046,2215,2734,1390
MPZL3|196264,39,29,21,399,296,398
MPZ|4359,1391,467,264,61,79,26
MR1|3140,969,982,593,469,2537,3027
MRAP2|112609,152,146,115,170,123,31
MRAP|56246,8134,2022,3401,232,301,68
MRAS|22808,45186,18987,27631,2851,4490,1075
MRC1|4360,8075,16786,8044,499,2852,67
MRC2|9902,18781,27037,3728,12494,16213,6449
MRE11A|4361,2292,2011,1982,3041,2493,3032
MREG|55686,774,650,970,5826,4419,7303
MRFAP1L1|114932,4903,4772,3128,9945,8912,10941
MRFAP1|93621,27033,25052,15815,39840,36468,34791
MRGPRD|116512,0,0,2,2,2,1
MRGPRE|116534,15,8,2,56,10,0
MRGPRF|116535,2249,3636,568,290,789,94
MRGPRG|386746,0,0,0,0,0,0
MRGPRX1|259249,0,1,10,0,2,2
MRGPRX2|117194,87,71,111,20,17,1
MRGPRX3|117195,37,53,20,74,82,30
MRGPRX4|117196,1,0,0,0,1,0
MRI1|84245,1836,1638,1354,3220,3200,3234
MRM1|79922,244,342,115,462,538,347
MRO|83876,1084,732,393,543,575,356
MRP63|78988,2152,2568,1840,3455,4900,4804
MRPL10|124995,5274,4443,4664,6115,4085,3325
MRPL11|65003,2426,2410,1833,2321,2986,1583
MRPL12|6182,1444,1322,721,1203,2948,1245
MRPL13|28998,2083,1733,1467,11836,3771,3030
MRPL14|64928,1496,1676,690,2812,3867,3474
MRPL15|29088,3081,2622,2338,4949,4094,3068
MRPL16|54948,3688,2878,2553,2858,3518,2908
MRPL17|63875,2494,3062,1318,3181,5877,3719
MRPL18|29074,2877,2805,1437,4106,3914,2998
MRPL19|9801,5600,5037,6212,7146,8417,7889
MRPL1|65008,1699,1535,1771,2388,2297,1477
MRPL20|55052,5515,4254,3651,5420,7160,6176
MRPL21|219927,1282,1457,1307,1600,3626,2357
MRPL22|29093,1899,1529,1124,1759,2853,1778
MRPL23|6150,2189,1624,722,1553,3070,2098
MRPL24|79590,5803,4089,2539,5518,13575,10376
MRPL27|51264,2392,2753,1486,1436,3835,3619
MRPL28|10573,3193,2681,887,3586,5610,3571
MRPL2|51069,2377,2342,1287,2092,2610,1288
MRPL30|51263,3356,3512,3815,5940,4497,4972
MRPL32|64983,2455,2530,3532,5383,4594,6283
MRPL33|9553,2600,2392,2014,2147,2301,2645
MRPL34|64981,3022,2549,1733,1932,4281,2093
MRPL35|51318,3618,3351,3642,4027,4776,4860
MRPL36|64979,1687,1484,991,1720,2176,1937
MRPL37|51253,5996,5176,5135,6340,8737,5625
MRPL38|64978,1948,1891,1267,1433,2607,1845
MRPL39|54148,1616,1544,1595,2518,2341,1470
MRPL3|11222,5774,5105,3420,10489,15624,9463
MRPL40|64976,2964,2711,2379,2358,2403,2969
MRPL41|64975,2370,2281,1056,1184,4044,1408
MRPL42P5|359821,85,104,93,100,109,191
MRPL42|28977,1486,1747,1508,4039,3921,4493
MRPL43|84545,3953,3398,2791,5272,5605,4375
MRPL44|65080,2457,2270,2504,3712,4095,3401
MRPL45|84311,4219,3706,4102,3170,5238,4361
MRPL46|26589,2229,2037,2085,2781,1909,1397
MRPL47|57129,1818,1919,1417,3138,5136,2992
MRPL48|51642,1326,1158,1079,2777,1910,2253
MRPL49|740,4331,3966,2557,10465,7637,8599
MRPL4|51073,2258,2286,1250,3512,5305,1820
MRPL50|54534,1410,1457,1267,1027,2504,2282
MRPL51|51258,6173,6097,3471,6733,10804,6289
MRPL52|122704,1485,1579,816,1867,4919,2665
MRPL53|116540,1095,927,600,1070,1451,1021
MRPL54|116541,2001,1962,1239,1416,3752,2756
MRPL55|128308,1392,1400,671,2036,4609,2736
MRPL9|65005,3308,2957,2193,3640,7985,6404
MRPS10|55173,3414,3539,4149,5314,5138,6064
MRPS11|64963,2385,2075,1456,2718,2712,2414
MRPS12|6183,959,1086,469,1887,3700,1425
MRPS14|63931,1865,1632,1666,1520,4054,4105
MRPS15|64960,7503,5879,6157,6092,6077,4544
MRPS16|51021,5890,5397,4646,7195,11062,9394
MRPS17|51373,1000,923,719,1836,2453,2761
MRPS18A|55168,2352,2873,1612,2619,3211,2836
MRPS18B|28973,5726,5261,4871,5928,7026,6215
MRPS18C|51023,1591,1540,1124,1440,1763,1511
MRPS21|54460,3952,3478,2256,3917,10055,7778
MRPS22|56945,2628,2055,2245,2511,3432,1956
MRPS23|51649,2335,1671,1325,2011,3960,3689
MRPS24|64951,3028,3623,2407,4702,5619,4854
MRPS25|64432,2849,3161,2761,3261,4622,2099
MRPS26|64949,1759,1567,792,3419,5179,2332
MRPS27|23107,6938,5748,6418,7021,12032,6726
MRPS28|28957,1863,1493,1127,3377,1689,1302
MRPS2|51116,2112,2462,2171,2378,4485,2552
MRPS30|10884,1503,1353,1475,3128,3362,9058
MRPS31|10240,1632,1207,1431,2809,1715,1671
MRPS33|51650,2421,2147,2530,3666,4749,1354
MRPS34|65993,2763,2458,868,3895,8314,5826
MRPS35|60488,3559,3488,3677,8674,7870,7819
MRPS36|92259,1806,1545,2246,1690,3286,1754
MRPS5|64969,3451,3100,2161,3557,3437,2861
MRPS6|64968,4321,3713,3942,2330,4364,2352
MRPS7|51081,5001,4298,3964,3256,5948,4493
MRPS9|64965,1985,1933,1566,2706,2925,1981
MRRF|92399,1681,1695,1516,1309,2526,2556
MRS2P2|729633,28,23,31,35,69,40
MRS2|57380,3332,2246,3594,5241,3881,3984
MRTO4|51154,2510,2142,1399,5033,3648,3080
MRVI1|10335,2212,3454,2794,2745,1843,689
MS4A10|341116,125,109,94,236,142,185
MS4A12|54860,0,0,0,0,0,0
MS4A13|503497,0,0,0,0,0,0
MS4A14|84689,647,413,235,160,456,438
MS4A15|219995,14,24,8,53,34,0
MS4A1|931,104,72,20,52,66,10
MS4A2|2206,665,557,443,246,319,137
MS4A3|932,0,0,0,0,0,0
MS4A4A|51338,4152,6825,4065,462,2361,169
MS4A5|64232,0,0,0,2,0,0
MS4A6A|64231,8006,18593,4213,1588,4182,1065
MS4A6E|245802,97,97,3,2,403,1
MS4A7|58475,3744,7023,3745,894,10852,3835
MS4A8B|83661,2,0,0,29,76,2
MSC|9242,1608,1134,252,425,493,201
MSGN1|343930,0,0,0,2,0,0
MSH2|4436,2340,1975,1956,6957,3797,4224
MSH3|4437,3753,2531,4024,4321,3867,3522
MSH4|4438,6,14,23,26,11,30
MSH5|4439,1184,952,994,1377,1008,1621
MSH6|2956,3694,3773,3601,7583,9033,6786
MSI1|4440,16,12,2,3291,62,38
MSI2|124540,684,507,625,1201,3166,4348
MSL1|339287,9383,7353,7037,9032,9937,9535
MSL2|55167,2995,3155,2897,5158,6394,4602
MSL3L2|151507,183,238,223,62,1161,831
MSL3|10943,2534,2758,1707,1905,2528,1789
MSLNL|401827,0,0,1,28,0,11
MSLN|10232,2,6,4,19,23,134
MSMB|4477,0,2,0,15,51,3
MSMP|692094,522,345,407,581,458,865
MSN|4478,68583,64337,36376,23629,30595,15298
MSR1|4481,5088,10239,825,1992,11730,1808
MSRA|4482,2457,1652,1423,503,1155,1046
MSRB2|22921,3774,3006,2500,2808,3895,2306
MSRB3|253827,23448,11661,10268,4479,6211,2202
MST1P2|11209,97,166,168,295,281,456
MST1P9|11223,101,70,67,145,60,84
MST1R|4486,130,116,113,2693,2253,2883
MST1|4485,100,139,129,300,468,492
MST4|51765,265,431,354,2270,1036,908
MSTN|2660,90,107,84,28,25,95
MSTO1|55154,9008,2300,1597,2782,6392,5625
MSTO2P|100129405,1307,402,341,796,1270,1360
MSX1|4487,1520,1669,777,463,360,241
MSX2P1|55545,4,9,2,8,24,5
MSX2|4488,76,124,101,2069,5439,1702
MT1A|4489,1492,1881,976,576,338,166
MT1B|4490,0,3,1,0,0,0
MT1DP|326343,30,25,23,0,12,15
MT1E|4493,3097,3164,2775,2811,1651,945
MT1F|4494,178,275,200,1033,315,193
MT1G|4495,247,551,123,79,132,51
MT1H|4496,0,8,0,3,0,2
MT1IP|644314,58,67,38,53,65,48
MT1L|4500,679,359,390,30,128,170
MT1M|4499,1287,1333,1396,125,110,28
MT1X|4501,13753,13093,10521,2107,2197,281
MT2A|4502,7195,9667,3802,3723,3396,1296
MT3|4504,4,1,0,0,2,0
MT4|84560,0,0,0,0,1,0
MTA1|9112,3566,3636,2299,3813,7678,6869
MTA2|9219,8040,7412,3820,8840,8980,7473
MTA3|57504,4574,2943,2908,11639,5726,7345
MTAP|4507,2708,2861,2280,1980,3192,3137
MTBP|27085,267,266,215,2840,538,535
MTCH1|23787,16816,18615,9349,18586,18320,11169
MTCH2|23788,8820,6957,5230,14448,10773,9686
MTCP1NB|100272147,1684,1205,928,1048,1058,654
MTCP1|4515,373,156,170,226,204,261
MTDH|92140,15961,13610,14768,26933,16435,19771
MTERFD1|51001,1195,1119,1015,3896,1356,1234
MTERFD2|130916,1881,1700,1748,2366,2167,2632
MTERFD3|80298,1812,1258,1839,3020,2409,3505
MTERF|7978,541,599,551,1188,1349,423
MTF1|4520,3291,2803,2594,4692,3628,4390
MTF2|22823,1209,1391,1353,2340,2875,2578
MTFMT|123263,1115,1322,1043,7817,1006,976
MTFR1|9650,1755,1786,1571,4220,2255,2387
MTG1|92170,1045,1703,1034,2905,3071,2546
MTHFD1L|25902,1038,2018,699,2622,876,485
MTHFD1|4522,26320,15975,21740,11032,10161,6533
MTHFD2L|441024,417,475,534,751,694,891
MTHFD2|10797,1557,2787,1440,7218,6342,9190
MTHFR|4524,2517,3709,2122,6303,4606,5879
MTHFSD|64779,1292,995,751,2447,1137,872
MTHFS|10588,1540,1531,1453,4168,2077,2214
MTIF2|4528,3734,3089,3291,6367,3987,4653
MTIF3|219402,6349,4097,4506,6088,4560,4833
MTL5|9633,144,105,44,2711,2635,5506
MTM1|4534,1541,1505,1350,2309,1468,3020
MTMR10|54893,10509,6524,10419,3679,3159,4822
MTMR11|10903,627,894,333,2610,1414,1181
MTMR12|54545,10302,5666,7310,5081,8712,8947
MTMR14|64419,3262,3882,2728,4533,5270,2760
MTMR15|22909,3587,2591,2934,2728,2996,3943
MTMR1|8776,2047,1730,1684,5073,4462,4250
MTMR2|8898,4470,4846,4244,4561,3800,3022
MTMR3|8897,9614,7742,6917,10328,5557,9655
MTMR4|9110,3429,3056,3998,3969,5374,6535
MTMR6|9107,3586,2982,3702,5458,4572,4359
MTMR7|9108,359,341,376,718,321,450
MTMR8|55613,106,99,63,13,77,56
MTMR9L|339483,584,557,371,167,142,436
MTMR9|66036,2527,2354,2239,1986,2297,1883
MTNR1A|4543,0,0,2,0,1,0
MTNR1B|4544,0,0,0,0,0,0
MTO1|25821,1614,1434,1441,2088,2219,2428
MTOR|2475,8188,6740,5549,13006,9761,10014
MTP18|51537,159,464,86,817,927,1993
MTPAP|55149,1710,1622,1725,3919,3067,2584
MTRF1L|54516,3732,2587,3419,3330,2083,2893
MTRF1|9617,486,445,464,616,521,1099
MTRR|4552,3137,3102,2865,3121,2892,4569
MTR|4548,6391,7103,6384,6242,7947,7577
MTSS1L|92154,2760,2885,1506,12828,2719,870
MTSS1|9788,6079,5930,4456,5693,2712,7377
MTTP|4547,118,55,43,10,11,2
MTUS1|57509,11843,10095,12155,5931,16009,18251
MTUS2|23281,22,10,3,93,52,84
MTVR2|246754,0,0,0,2,0,0
MTX1|4580,2456,2144,1379,2617,5407,4300
MTX2|10651,2594,1903,1906,5492,3968,3892
MTX3|345778,2711,2426,2916,6114,4057,5116
MUC12|10071,22,96,12,31,21,3
MUC13|56667,15,18,4,14,13,0
MUC15|143662,39,5,0,31,98,25
MUC16|94025,72,30,42,31,206,24
MUC17|140453,12,0,0,1,1,0
MUC1|4582,331,222,358,15340,323687,346608
MUC20|200958,746,701,688,2242,1154,1239
MUC21|394263,11,11,7,185,13,23
MUC2|4583,10,2,0,44,7,0
MUC4|4585,89,106,41,205,50,110
MUC5B|727897,63,31,8,13892,29124,72
MUC6|4588,98,81,23,812,16,19
MUC7|4589,0,0,0,2,6,37
MUCL1|118430,32,72,0,537,1273525,148
MUDENG|55745,2882,2880,2680,4644,6877,4673
MUL1|79594,3166,3009,1896,3503,6068,3477
MUM1L1|139221,400,187,413,343,1540,45
MUM1|84939,5040,3664,2307,5352,7053,4097
MURC|347273,38,48,41,95,34,45
MUS81|80198,1313,1508,868,2358,2050,1906
MUSK|4593,7,12,10,8,0,2
MUSTN1|389125,586,845,359,126,254,183
MUTED|63915,1449,1429,1132,1822,1750,1306
MUTYH|4595,540,292,282,979,386,500
MUT|4594,7548,4684,7397,11546,6453,5210
MVD|4597,1021,1090,380,3131,1719,794
MVK|4598,1111,764,582,3069,1854,1244
MVP|9961,13042,16980,2906,13075,24373,20088
MX1|4599,4356,3710,6558,2243,4690,1641
MX2|4600,2592,2896,3315,1033,1285,472
MXD1|4084,2357,1737,1460,9404,1585,1311
MXD3|83463,292,639,152,450,1270,533
MXD4|10608,10931,9794,5491,7526,12537,7697
MXI1|4601,5764,5532,6287,5294,5280,4484
MXRA5|25878,17342,26648,6857,70716,46107,30418
MXRA7|439921,33159,17417,14762,7914,7260,3474
MXRA8|54587,21416,15986,6507,9348,17312,6953
MYADML2|255275,2,2,0,20,19,26
MYADML|151325,0,0,0,0,1,0
MYADM|91663,41159,26605,28445,17150,18042,15243
MYBBP1A|10514,2721,2611,1277,3940,5293,3533
MYBL1|4603,141,263,120,818,311,553
MYBL2|4605,177,882,48,905,2760,513
MYBPC1|4604,18,1,0,1,1711,3
MYBPC2|4606,0,4,0,2,21,338
MYBPC3|4607,16,25,4,5,1,6
MYBPHL|343263,2,0,8,2,1,3
MYBPH|4608,12,0,0,4,12,4
MYB|4602,166,122,128,6228,13891,21332
MYCBP2|23077,36427,22684,37118,10219,8251,10544
MYCBPAP|84073,94,143,135,105,177,329
MYCBP|26292,1480,1317,890,4250,6261,6570
MYCL1|4610,152,195,19,343,3345,418
MYCNOS|10408,0,0,0,0,31,0
MYCN|4613,14,24,61,75,911,15
MYCT1|80177,4588,3531,4447,781,906,405
MYC|4609,18865,10189,7772,11574,3694,805
MYD88|4615,3855,4928,2561,5327,7405,4300
MYEF2|50804,1221,727,1245,3816,2674,4468
MYEOV2|150678,2771,2842,1280,2362,5280,2413
MYEOV|26579,2164,216,170,190,79,8
MYF5|4617,0,0,0,0,0,0
MYF6|4618,19,14,13,4,1,1
MYH10|4628,22815,17232,13824,6833,12272,16690
MYH11|4629,10875,21685,11923,2605,13809,1667
MYH13|8735,15,21,9,23,65,21
MYH14|79784,9433,4300,4359,30394,10619,8034
MYH15|22989,37,27,174,46,27,11
MYH16|84176,0,4,1,14,8,1
MYH1|4619,1463,169,752,15,27,4
MYH2|4620,141,15,53,23,19,8
MYH3|4621,182,154,183,102,110,250
MYH4|4622,9,6,6,13,5,5
MYH6|4624,0,0,1,0,1,2
MYH7B|57644,346,305,273,318,273,415
MYH7|4625,0,0,0,3,1,0
MYH8|4626,1,3,3,9,5,5
MYH9|4627,106935,118574,54233,193239,104713,98222
MYL10|93408,30,28,26,34,34,28
MYL12A|10627,27363,25476,18979,25382,25209,23806
MYL12B|103910,30037,27441,19673,48886,44942,33766
MYL1|4632,0,0,0,0,0,0
MYL2|4633,12,6,4,0,4,0
MYL3|4634,180,157,125,22,73,31
MYL4|4635,36,56,40,32,17,2
MYL5|4636,1076,634,596,458,930,721
MYL6B|140465,1366,1355,709,1194,2453,1638
MYL6|4637,124173,89887,43618,68358,107629,56843
MYL7|58498,13,0,0,52,58,93
MYL9|10398,38019,36396,36423,7862,24225,10682
MYLIP|29116,4684,5801,5190,4481,3677,3567
MYLK2|85366,4,2,3,29,5,6
MYLK3|91807,299,234,339,721,333,395
MYLK4|340156,145,162,217,315,112,107
MYLK|4638,14401,8770,9096,9528,14855,4993
MYLPF|29895,6,5,1,6,16,5
MYNN|55892,1852,1572,1857,2949,3535,3827
MYO10|4651,3421,3422,4343,4406,11301,4494
MYO15A|51168,94,77,78,213,112,125
MYO15B|80022,2999,2363,2671,2106,1016,3101
MYO16|23026,1560,499,530,96,88,101
MYO18A|399687,6673,6647,2780,18591,4979,6581
MYO18B|84700,20,19,48,29,33,808
MYO19|80179,1027,1321,917,2672,2029,3298
MYO1A|4640,37,22,12,12,5,19
MYO1B|4430,7978,7610,8108,32127,6858,3365
MYO1C|4641,103717,64314,39256,28214,41383,36924
MYO1D|4642,5601,4364,3193,11211,9184,7203
MYO1E|4643,3968,4833,2341,5396,4432,2361
MYO1F|4542,2225,2997,402,639,2595,614
MYO1G|64005,379,601,88,215,389,204
MYO1H|283446,91,25,56,26,11,1
MYO3A|53904,33,31,24,36,26,11
MYO3B|140469,48,51,84,140,1935,17427
MYO5A|4644,6245,8657,5937,10645,5049,6141
MYO5B|4645,596,1378,434,18018,12572,17534
MYO5C|55930,3030,2352,3791,9152,8186,20491
MYO6|4646,5137,4306,4231,34720,37169,54107
MYO7A|4647,1610,2633,1001,2147,603,109
MYO7B|4648,158,155,233,58,30,31
MYO9A|4649,3647,3372,4317,12384,3358,3030
MYO9B|4650,6669,9793,2771,7564,11408,7258
MYOCD|93649,155,354,421,54,54,11
MYOC|4653,6296,12287,2701,6,443,0
MYOD1|4654,2,0,0,0,1,0
MYOF|26509,24832,23771,7188,55109,25766,29292
MYOG|4656,0,0,0,0,0,0
MYOM1|8736,8950,4325,4195,542,475,114
MYOM2|9172,250,262,312,73,75,341
MYOM3|127294,86,104,73,439,240,197
MYOT|9499,49,45,29,16,32,27
MYOZ1|58529,93,95,88,58,251,25
MYOZ2|51778,38,23,21,6,9,0
MYOZ3|91977,103,87,99,109,122,175
MYPN|84665,18,9,21,38,51,51
MYPOP|339344,460,438,228,667,711,514
MYRIP|25924,1010,1099,1328,389,1176,550
MYSM1|114803,780,634,1007,1882,893,3463
MYST1|84148,2062,1805,1391,2356,3320,3788
MYST2|11143,4663,3852,3906,4740,6650,6205
MYST3|7994,9500,7546,7344,14011,7293,11447
MYST4|23522,6336,4399,4458,11107,6854,16536
MYT1L|23040,0,0,0,17,6,3
MYT1|4661,6,4,8,1225,10,63
MZF1|7593,606,597,563,1527,1959,2100
N4BP1|9683,6949,4703,5070,6114,5082,5348
N4BP2L1|90634,1768,1727,1943,1980,1219,1032
N4BP2L2|10443,5262,4853,5549,7846,6842,7294
N4BP2|55728,572,751,1056,1109,698,2178
N4BP3|23138,190,461,218,13647,3302,1264
N6AMT1|29104,825,987,1064,2399,1604,1165
N6AMT2|221143,1074,885,520,1384,879,953
NAA10|8260,3207,2912,1415,3946,3993,2395
NAA11|84779,0,0,0,2,0,0
NAA15|80155,3534,3131,2740,9763,5789,5579
NAA16|79612,850,947,1025,1613,1086,1447
NAA20|51126,3990,3802,2774,8772,9263,6004
NAA25|80018,2035,1790,1732,4923,2840,3464
NAA30|122830,2515,2658,2469,4312,4215,3070
NAA35|60560,1441,1367,1354,1743,3661,4123
NAA38|51691,1467,1598,1150,2448,2504,986
NAA40|79829,1154,983,760,3360,1941,3177
NAA50|80218,10941,10902,11251,14728,21571,14057
NAAA|27163,2103,3515,1345,4154,5223,4301
NAALAD2|10003,899,744,2395,62,97,96
NAALADL1|10004,445,440,263,121,261,74
NAALADL2|254827,1140,942,731,889,3449,2758
NAB1|4664,8345,6192,4512,3123,3974,5659
NAB2|4665,1507,1773,800,1540,2259,1333
NACA2|342538,10,18,25,18,46,18
NACAD|23148,998,836,346,187,282,131
NACAP1|83955,132,225,253,326,262,226
NACA|4666,64852,57571,54731,66144,85889,73137
NACC1|112939,3025,3278,1004,14348,12053,8329
NACC2|138151,752,556,362,263,430,463
NADK|65220,12305,11402,5944,9465,8930,5141
NADSYN1|55191,2785,2702,1646,5863,3615,3229
NAE1|8883,3057,2449,2714,6465,2487,2825
NAF1|92345,860,698,752,1363,1153,2638
NAGA|4668,4542,6741,2348,6160,6483,4413
NAGK|55577,3855,5302,1604,5003,8170,4847
NAGLU|4669,5549,4837,2530,4546,4553,4116
NAGPA|51172,1002,1462,534,1349,1720,819
NAGS|162417,38,61,19,4494,153,279
NAIF1|203245,785,764,535,927,1121,1350
NAIP|4671,1221,2836,1679,2187,1840,2838
NALCN|259232,63,101,84,217,463,251
NAMPT|10135,13116,12273,21106,16432,11833,4629
NANOG|79923,115,73,75,208,115,124
NANOS1|340719,2123,1167,1310,1571,1075,2555
NANOS2|339345,0,0,0,0,0,1
NANOS3|342977,19,16,6,28,69,12
NANP|140838,674,861,607,798,1284,922
NANS|54187,2508,3637,1318,2481,15419,9944
NAP1L1|4673,39959,34472,37857,51671,39609,26476
NAP1L2|4674,244,382,296,17,1051,596
NAP1L3|4675,260,708,197,353,477,207
NAP1L4|4676,10246,8034,5545,14805,13521,14035
NAP1L5|266812,846,721,565,487,1524,632
NAP1L6|645996,94,111,78,202,99,296
NAPA|8775,9747,7825,7090,24964,27344,19183
NAPB|63908,841,924,920,2257,1672,1156
NAPEPLD|222236,1514,1821,1793,4023,3773,1836
NAPG|8774,3327,2840,2407,7594,4359,4899
NAPRT1|93100,1616,2644,832,2558,3225,2753
NAPSA|9476,55,36,11,206,61,37
NAPSB|256236,232,395,14,281,478,89
NARFL|64428,1191,1253,499,2527,3726,3025
NARF|26502,3037,2731,2088,1477,2242,2345
NARG2|79664,4889,4228,6538,77742,6030,7721
NARS2|79731,1299,1173,1137,2604,1835,2288
NARS|4677,12902,12156,10066,23129,18122,20898
NASP|4678,5785,6910,6189,4802,7487,7151
NAT10|55226,4087,3552,2581,7864,6967,6403
NAT14|57106,157,206,57,971,1842,631
NAT15|79903,3447,3710,2392,7956,7260,6857
NAT1|9,352,415,292,1080,27741,112365
NAT2|10,12,0,0,37,34,227
NAT6|24142,503,479,441,982,582,547
NAT8B|51471,2,11,6,39,9,5
NAT8L|339983,9696,5794,6269,1615,442,230
NAT8|9027,5,0,7,47,5,51
NAT9|26151,1141,1325,488,1957,2152,1750
NAV1|89796,16070,16085,12188,4857,3774,2662
NAV2|89797,3058,1345,2594,1028,2564,3749
NAV3|89795,2786,749,1456,1074,685,340
NBAS|51594,8520,7341,7468,8562,10180,7532
NBEAL1|65065,2676,1754,2975,1310,1476,2241
NBEAL2|23218,2112,2515,1513,13397,6784,5070
NBEA|26960,1676,687,1897,7806,2126,4532
NBL1|4681,15584,18402,2761,11642,20096,4788
NBLA00301|79804,272,382,294,131,162,83
NBN|4683,8430,6349,8550,17259,11008,16907
NBPF10|100132406,13183,10456,9247,10215,8411,35371
NBPF14|25832,6755,4104,4559,6511,3480,13169
NBPF15|284565,2067,2022,2039,3232,2124,3999
NBPF16|728936,2856,3003,2572,3427,2978,6307
NBPF1|55672,5593,6955,2909,6831,9618,7542
NBPF22P|285622,7,1,13,21,19,4130
NBPF3|84224,2031,699,2105,6461,1603,3704
NBPF4|148545,10,5,20,40,20,5882
NBPF6|653149,0,0,6,21,8,3313
NBPF7|343505,78,96,106,103,90,274
NBPF9|400818,5246,4069,3728,5616,2981,11362
NBR1|4077,20903,17850,14501,20937,23164,25800
NBR2|10230,649,513,380,820,858,586
NCALD|83988,3119,2874,2223,2147,1512,2138
NCAM1|4684,1717,1625,1125,72,150,55
NCAM2|4685,187,203,146,7002,3327,448
NCAN|1463,0,0,0,1,3,0
NCAPD2|9918,4072,5234,2762,5776,7099,4624
NCAPD3|23310,1904,2085,1805,4454,4099,4820
NCAPG2|54892,1347,1696,1037,1895,3084,1270
NCAPG|64151,277,906,190,755,1260,738
